target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction
MGG_03546T0,4973,8314,0.7516,1.102,0.7575,up_in_Guy11M
MGG_14684T0,3266,8314,0.177,1.102,0.7576,up_in_Guy11M
MGG_18031T0,11332,8315,0.5726,1.102,0.7576,up_in_Guy11M
MGG_01579T0,11525,8315,0.8142,1.102,0.7577,up_in_Guy11M
MGG_16151T0,9626,8317,0.7941,1.102,0.7578,up_in_Guy11M
MGG_06828T0,2745,8318,0.8058,1.102,0.7579,up_in_Guy11M
MGG_00881T0,2156,8319,0.8699,1.102,0.758,up_in_Guy11M
MGG_03509T0,6495,8320,0.8721,1.102,0.758,up_in_Guy11M
MGG_16343T0,2022,8321,0.3915,1.102,0.7581,up_in_Guy11M
MGG_08169T0,10552,8321,0.8149,1.102,0.7582,up_in_Guy11M
MGG_18008T0,2676,8324,0.1566,1.102,0.7585,up_in_Guy11M
MGG_08052T0,10348,8327,0.8173,1.102,0.7587,up_in_Guy11M
MGG_12098T0,726,8329,0.802,1.102,0.7588,up_in_Guy11M
MGG_07723T0,6875,8329,0.8202,1.102,0.7589,up_in_Guy11M
MGG_10257T0,10949,8332,0.7683,1.102,0.7591,up_in_Guy11M
MGG_16341T0,2240,8332,0.7946,1.102,0.7591,up_in_Guy11M
MGG_15064T0,2388,8333,0.8385,1.102,0.7592,up_in_Guy11M
MGG_17943T0,4312,8334,0.4699,1.102,0.7593,up_in_Guy11M
MGG_15722T0,9482,8335,0.1931,1.102,0.7594,up_in_Guy11M
MGG_03933T0,6368,9830,0.6695,1.102,0.8762,up_in_Guy11M
MGG_07819T0,9908,9831,0.6706,1.102,0.8763,up_in_Guy11M
MGG_14714T0,7200,9832,0.6841,1.102,0.8763,up_in_Guy11M
MGG_11636T0,10867,9832,0.6402,1.102,0.8764,up_in_Guy11M
MGG_03155T0,8639,9833,0.5973,1.102,0.8764,up_in_Guy11M
MGG_17731T0,10938,9833,0.5259,1.102,0.8764,up_in_Guy11M
MGG_17924T0,6306,9833,0.2359,1.102,0.8764,up_in_Guy11M
MGG_02597T0,8151,9834,0.5802,1.102,0.8765,up_in_Guy11M
MGG_04806T0,6616,9835,0.5584,1.102,0.8765,up_in_Guy11M
MGG_06187T0,5896,9835,0.6837,1.102,0.8766,up_in_Guy11M
MGG_17817T0,7757,9836,0.6141,1.102,0.8766,up_in_Guy11M
MGG_03030T0,12377,9836,0.5841,1.102,0.8766,up_in_Guy11M
MGG_03716T0,12271,9838,0.6251,1.102,0.8768,up_in_Guy11M
MGG_04686T0,721,9839,0.6729,1.102,0.8768,up_in_Guy11M
MGG_17340T0,6196,9839,0.6303,1.102,0.8768,up_in_Guy11M
MGG_00731T0,8871,9840,0.5735,1.102,0.8769,up_in_Guy11M
MGG_07238T0,10722,9841,0.6404,1.102,0.8769,up_in_Guy11M
MGG_02897T0,9651,9842,0.6037,1.102,0.877,up_in_Guy11M
MGG_07445T1,1965,9843,0.6249,1.102,0.8771,up_in_Guy11M
MGG_03316T1,1020,9843,0.6282,1.102,0.8771,up_in_Guy11M
MGG_11181T0,2497,9844,0.7123,1.102,0.8772,up_in_Guy11M
MGG_17537T0,6942,9845,0.402,1.102,0.8772,up_in_Guy11M
MGG_02501T0,7526,9846,0.6699,1.102,0.8773,up_in_Guy11M
MGG_05749T0,5024,9855,0.6483,1.102,0.8779,up_in_Guy11M
MGG_17634T0,5489,9856,0.5861,1.102,0.8779,up_in_Guy11M
MGG_05208T0,3866,4128,1.254,1.103,0.3215,up_in_Guy11M
MGG_16806T0,5852,4128,1.208,1.103,0.3215,up_in_Guy11M
MGG_07210T0,3064,4130,1.335,1.103,0.3217,up_in_Guy11M
MGG_04641T0,6511,4130,1.312,1.103,0.3217,up_in_Guy11M
MGG_17506T0,4851,4131,0.9589,1.103,0.3218,up_in_Guy11M
MGG_12627T0,8940,4131,1.441,1.103,0.3218,up_in_Guy11M
MGG_05748T0,12044,4132,1.24,1.103,0.3219,up_in_Guy11M
MGG_15173T0,9722,4133,1.292,1.103,0.3221,up_in_Guy11M
MGG_02777T0,31,4135,1.452,1.103,0.3223,up_in_Guy11M
MGG_14746T0,11628,4136,1.363,1.103,0.3224,up_in_Guy11M
MGG_16514T0,639,4138,0.5209,1.103,0.3226,up_in_Guy11M
MGG_01996T0,5763,4142,1.03,1.103,0.323,up_in_Guy11M
MGG_03932T0,3358,6116,1.044,1.103,0.5396,up_in_Guy11M
MGG_17338T0,7139,6116,0.9136,1.103,0.5396,up_in_Guy11M
MGG_06100T0,10411,6116,1.001,1.103,0.5397,up_in_Guy11M
MGG_04846T0,7165,6116,1,1.103,0.5397,up_in_Guy11M
MGG_16472T0,4267,6117,1.032,1.103,0.5397,up_in_Guy11M
MGG_15632T0,6011,6118,0.3943,1.103,0.5398,up_in_Guy11M
MGG_09488T0,12038,6119,0.984,1.103,0.54,up_in_Guy11M
MGG_06049T0,11696,6120,0.8272,1.103,0.54,up_in_Guy11M
MGG_14697T0,7190,6120,1,1.103,0.5401,up_in_Guy11M
MGG_01181T0,5970,6120,0.9306,1.103,0.5401,up_in_Guy11M
MGG_17477T0,10167,6121,1.007,1.103,0.5402,up_in_Guy11M
MGG_16589T0,7220,6122,1,1.103,0.5403,up_in_Guy11M
MGG_00944T0,7536,6123,1.21,1.103,0.5404,up_in_Guy11M
MGG_17201T0,7244,6123,1,1.103,0.5404,up_in_Guy11M
MGG_10932T0,284,6124,0.99,1.103,0.5405,up_in_Guy11M
MGG_14287T0,7254,6124,1,1.103,0.5405,up_in_Guy11M
MGG_13225T0,8925,6125,0.9664,1.103,0.5406,up_in_Guy11M
MGG_16356T0,7261,6125,1,1.103,0.5406,up_in_Guy11M
MGG_17773T0,10827,8344,0.6382,1.103,0.7601,up_in_Guy11M
MGG_16528T0,5507,8344,0.7218,1.103,0.7602,up_in_Guy11M
MGG_08164T0,6174,8345,0.8211,1.103,0.7603,up_in_Guy11M
MGG_10578T0,657,8346,0.9565,1.103,0.7603,up_in_Guy11M
MGG_00362T0,6488,8346,0.7837,1.103,0.7604,up_in_Guy11M
MGG_14662T0,2037,8350,0.5919,1.103,0.7607,up_in_Guy11M
MGG_14369T0,3132,9788,0.6338,1.103,0.8733,up_in_Guy11M
MGG_08103T0,9236,9788,0.4582,1.103,0.8734,up_in_Guy11M
MGG_17271T0,9321,9790,0.6416,1.103,0.8735,up_in_Guy11M
MGG_16531T0,4212,9790,0.6561,1.103,0.8735,up_in_Guy11M
MGG_06597T0,9771,9794,0.6189,1.103,0.8738,up_in_Guy11M
MGG_07465T0,8889,9796,0.6153,1.103,0.8739,up_in_Guy11M
MGG_08325T0,9664,9798,0.5903,1.103,0.874,up_in_Guy11M
MGG_01365T0,7837,9798,0.6111,1.103,0.8741,up_in_Guy11M
MGG_04413T1,5461,9798,0.5485,1.103,0.8741,up_in_Guy11M
MGG_08335T0,3839,9799,0.6114,1.103,0.8741,up_in_Guy11M
MGG_07008T0,4,9799,0.5452,1.103,0.8741,up_in_Guy11M
MGG_17345T0,4912,9800,0.616,1.103,0.8742,up_in_Guy11M
MGG_07685T0,2511,9800,0.4563,1.103,0.8742,up_in_Guy11M
MGG_06696T0,10671,9801,0.5902,1.103,0.8743,up_in_Guy11M
MGG_14068T0,287,9802,0.6276,1.103,0.8743,up_in_Guy11M
MGG_01981T0,1460,9802,0.629,1.103,0.8743,up_in_Guy11M
MGG_01807T0,1266,9802,0.6181,1.103,0.8743,up_in_Guy11M
MGG_07871T0,7490,9803,0.36870000000000003,1.103,0.8744,up_in_Guy11M
MGG_00471T0,9636,9804,0.6113,1.103,0.8745,up_in_Guy11M
MGG_05700T0,7258,9805,0.5634,1.103,0.8745,up_in_Guy11M
MGG_09363T0,2894,9805,0.7253,1.103,0.8745,up_in_Guy11M
MGG_00905T0,4497,9810,0.6267,1.103,0.8748,up_in_Guy11M
MGG_02781T0,4512,9810,0.624,1.103,0.8749,up_in_Guy11M
MGG_01198T0,9526,9812,0.5624,1.103,0.875,up_in_Guy11M
MGG_03615T0,8303,9812,0.5713,1.103,0.875,up_in_Guy11M
MGG_11252T0,12635,9816,0.5837,1.103,0.8753,up_in_Guy11M
MGG_01312T0,9491,9819,0.5708,1.103,0.8754,up_in_Guy11M
MGG_06718T0,8210,9821,0.6314,1.103,0.8756,up_in_Guy11M
MGG_05224T0,329,9822,0.7419,1.103,0.8757,up_in_Guy11M
MGG_14175T0,5799,9823,0.5636,1.103,0.8757,up_in_Guy11M
MGG_16904T0,4943,9823,0.632,1.103,0.8757,up_in_Guy11M
MGG_12370T0,9158,9823,0.6433,1.103,0.8757,up_in_Guy11M
MGG_01843T0,7777,9823,0.5925,1.103,0.8757,up_in_Guy11M
MGG_16301T0,8763,9825,0.6154,1.103,0.8759,up_in_Guy11M
MGG_17278T0,4345,9825,0.527,1.103,0.8759,up_in_Guy11M
MGG_02488T0,10917,9825,0.6457,1.103,0.8759,up_in_Guy11M
MGG_12462T0,10457,9825,0.667,1.103,0.8759,up_in_Guy11M
MGG_05957T0,210,9825,0.6239,1.103,0.8759,up_in_Guy11M
MGG_16259T0,12327,9828,0.6191,1.103,0.8761,up_in_Guy11M
MGG_08843T0,3000,9828,0.5829,1.103,0.8761,up_in_Guy11M
MGG_00260T0,6898,9829,0.6597,1.103,0.8761,up_in_Guy11M
MGG_00718T0,8222,9829,0.6159,1.103,0.8762,up_in_Guy11M
MGG_06353T0,9826,4137,1.232,1.104,0.3225,up_in_Guy11M
MGG_00980T0,10417,4140,1.186,1.104,0.3228,up_in_Guy11M
MGG_13441T0,487,4140,1.445,1.104,0.3228,up_in_Guy11M
MGG_17525T0,1597,4141,1.58,1.104,0.3229,up_in_Guy11M
MGG_06331T0,11795,4141,1.308,1.104,0.3229,up_in_Guy11M
MGG_16484T0,5440,4145,0.8627,1.104,0.3233,up_in_Guy11M
MGG_15021T0,5044,6108,0.886,1.104,0.5388,up_in_Guy11M
MGG_07086T0,430,6108,1.01,1.104,0.5388,up_in_Guy11M
MGG_07156T0,2947,6109,0.912,1.104,0.5389,up_in_Guy11M
MGG_00010T0,7083,6110,1,1.104,0.539,up_in_Guy11M
MGG_03896T0,3557,6111,0.9023,1.104,0.539,up_in_Guy11M
MGG_17538T0,6140,6111,0.9913,1.104,0.5391,up_in_Guy11M
MGG_07251T0,1138,6111,0.7344,1.104,0.5391,up_in_Guy11M
MGG_10259T0,7109,6111,1,1.104,0.5391,up_in_Guy11M
MGG_11064T0,1504,6112,0.9701,1.104,0.5392,up_in_Guy11M
MGG_07035T0,11028,6112,1,1.104,0.5392,up_in_Guy11M
MGG_06497T0,4362,6112,0.9892,1.104,0.5392,up_in_Guy11M
MGG_11382T0,9992,6113,1.002,1.104,0.5393,up_in_Guy11M
MGG_06643T0,7717,6113,0.9096,1.104,0.5393,up_in_Guy11M
MGG_16788T0,7129,6113,1,1.104,0.5394,up_in_Guy11M
MGG_00087T0,9114,6115,0.7781,1.104,0.5395,up_in_Guy11M
MGG_09439T0,7144,6115,1,1.104,0.5396,up_in_Guy11M
MGG_02313T0,3555,6116,1.005,1.104,0.5396,up_in_Guy11M
MGG_00049T0,6216,8352,0.842,1.104,0.7609,up_in_Guy11M
MGG_17950T0,2394,8353,0.4985,1.104,0.7609,up_in_Guy11M
MGG_06004T0,4490,8354,0.8225,1.104,0.7611,up_in_Guy11M
MGG_04761T0,4502,8357,0.7948,1.104,0.7613,up_in_Guy11M
MGG_10497T0,7204,8359,0.7645,1.104,0.7615,up_in_Guy11M
MGG_14906T0,3915,8359,0.7814,1.104,0.7615,up_in_Guy11M
MGG_07752T0,1849,8359,0.7787,1.104,0.7615,up_in_Guy11M
MGG_05702T0,4491,8360,0.6814,1.104,0.7616,up_in_Guy11M
MGG_14800T0,5282,8360,0.7246,1.104,0.7616,up_in_Guy11M
MGG_00345T0,1184,8360,0.8083,1.104,0.7616,up_in_Guy11M
MGG_14985T0,1674,8362,0.7806,1.104,0.7618,up_in_Guy11M
MGG_03648T0,7047,8363,0.8218,1.104,0.7618,up_in_Guy11M
MGG_17750T0,339,8364,0.8238,1.104,0.7619,up_in_Guy11M
MGG_14713T0,10906,8365,0.8964,1.104,0.762,up_in_Guy11M
MGG_11450T0,11745,8365,0.7645,1.104,0.762,up_in_Guy11M
MGG_05738T0,8774,8368,0.9694,1.104,0.7623,up_in_Guy11M
MGG_10783T0,11455,8368,0.8341,1.104,0.7623,up_in_Guy11M
MGG_15253T0,2434,8371,0.7724,1.104,0.7625,up_in_Guy11M
MGG_00291T0,12293,8372,0.8227,1.104,0.7627,up_in_Guy11M
MGG_07920T0,12474,8373,0.8546,1.104,0.7627,up_in_Guy11M
MGG_04517T0,12079,8375,0.8922,1.104,0.7629,up_in_Guy11M
MGG_03083T0,11359,8376,0.8337,1.104,0.763,up_in_Guy11M
MGG_17436T0,8510,8378,0.7545,1.104,0.7631,up_in_Guy11M
MGG_08832T0,8918,8379,0.7768,1.104,0.7633,up_in_Guy11M
MGG_08488T0,3846,8380,0.8379,1.104,0.7634,up_in_Guy11M
MGG_07577T0,9920,8381,0.7724,1.104,0.7634,up_in_Guy11M
MGG_03388T0,1101,8381,0.8041,1.104,0.7634,up_in_Guy11M
MGG_02822T0,7654,8381,0.769,1.104,0.7635,up_in_Guy11M
MGG_16163T0,3763,8382,0.6366,1.104,0.7635,up_in_Guy11M
MGG_01088T0,3146,8383,0.7586,1.104,0.7636,up_in_Guy11M
MGG_09431T0,464,8383,0.8678,1.104,0.7636,up_in_Guy11M
MGG_16959T0,6450,8383,0.7294,1.104,0.7636,up_in_Guy11M
MGG_06490T0,3121,8383,0.821,1.104,0.7636,up_in_Guy11M
MGG_16053T0,1693,8384,0.8514,1.104,0.7637,up_in_Guy11M
MGG_13149T0,3540,8385,0.7978,1.104,0.7638,up_in_Guy11M
MGG_01692T0,6131,8386,0.7573,1.104,0.7638,up_in_Guy11M
MGG_04263T0,7649,8386,0.5182,1.104,0.7639,up_in_Guy11M
MGG_03651T0,1049,8390,0.7752,1.104,0.7642,up_in_Guy11M
MGG_16087T0,6270,8392,0.7262,1.104,0.7644,up_in_Guy11M
MGG_01470T0,5356,8392,0.7998,1.104,0.7644,up_in_Guy11M
MGG_04352T0,10892,8392,0.7697,1.104,0.7644,up_in_Guy11M
MGG_17523T0,10323,8394,0.2645,1.104,0.7646,up_in_Guy11M
MGG_03101T0,3615,8395,0.9742,1.104,0.7646,up_in_Guy11M
MGG_13219T0,5050,8397,0.8166,1.104,0.7649,up_in_Guy11M
MGG_09209T0,8676,8398,0.7921,1.104,0.7649,up_in_Guy11M
MGG_00167T0,906,8398,0.8449,1.104,0.7649,up_in_Guy11M
MGG_08453T0,7054,8400,0.7936,1.104,0.7651,up_in_Guy11M
MGG_16200T0,3569,8403,0.4651,1.104,0.7653,up_in_Guy11M
MGG_16088T0,1807,8404,0.3582,1.104,0.7654,up_in_Guy11M
MGG_12849T0,7840,8405,0.8219,1.104,0.7655,up_in_Guy11M
MGG_12818T0,11970,8406,0.802,1.104,0.7656,up_in_Guy11M
MGG_08776T0,3776,8406,0.7832,1.104,0.7657,up_in_Guy11M
MGG_06896T0,11309,8408,0.772,1.104,0.7658,up_in_Guy11M
MGG_17343T0,4159,8409,0.4852,1.104,0.7658,up_in_Guy11M
MGG_15517T0,10283,8410,0.8372,1.104,0.766,up_in_Guy11M
MGG_01299T0,5114,8430,1.004,1.104,0.7677,up_in_Guy11M
MGG_17231T0,5415,8430,0.8639,1.104,0.7677,up_in_Guy11M
MGG_11487T0,12052,8431,0.6361,1.104,0.7678,up_in_Guy11M
MGG_17871T0,6949,9781,0.4844,1.104,0.8729,up_in_Guy11M
MGG_13986T0,6221,9782,0.7014,1.104,0.873,up_in_Guy11M
MGG_04667T0,7770,9783,0.7002,1.104,0.873,up_in_Guy11M
MGG_13783T0,6767,9783,0.6348,1.104,0.873,up_in_Guy11M
MGG_03068T0,5402,9783,0.4595,1.104,0.873,up_in_Guy11M
MGG_16149T0,12688,9783,0.6766,1.104,0.873,up_in_Guy11M
MGG_16543T0,4200,9784,0.6202,1.104,0.8731,up_in_Guy11M
MGG_03506T0,6473,9784,0.5996,1.104,0.8731,up_in_Guy11M
MGG_10764T0,10368,9785,0.5666,1.104,0.8731,up_in_Guy11M
MGG_04513T0,1865,9786,0.6119,1.104,0.8732,up_in_Guy11M
MGG_17955T0,996,9786,0.5435,1.104,0.8732,up_in_Guy11M
MGG_00521T0,9686,9786,0.6464,1.104,0.8733,up_in_Guy11M
MGG_06005T0,9358,9787,0.613,1.104,0.8733,up_in_Guy11M
MGG_17636T0,6286,9787,0.2189,1.104,0.8733,up_in_Guy11M
MGG_13486T0,7957,9787,0.5961,1.104,0.8733,up_in_Guy11M
MGG_06617T0,2357,9794,0.5899,1.104,0.8738,up_in_Guy11M
MGG_16236T0,1438,9796,0.6555,1.104,0.8739,up_in_Guy11M
MGG_03143T0,7664,4146,1.335,1.105,0.3235,up_in_Guy11M
MGG_03477T0,2725,4149,1.206,1.105,0.3238,up_in_Guy11M
MGG_00100T0,4006,4149,1.282,1.105,0.3238,up_in_Guy11M
MGG_01762T0,10070,4152,1.148,1.105,0.3241,up_in_Guy11M
MGG_10158T0,8705,4152,1.294,1.105,0.3241,up_in_Guy11M
MGG_12392T0,6615,4154,1.352,1.105,0.3243,up_in_Guy11M
MGG_16072T0,6997,6099,1,1.105,0.5378,up_in_Guy11M
MGG_17363T0,7005,6100,1,1.105,0.5379,up_in_Guy11M
MGG_02290T0,9941,6101,1,1.105,0.538,up_in_Guy11M
MGG_01444T0,7131,6101,0.8988,1.105,0.538,up_in_Guy11M
MGG_16656T0,7016,6101,1,1.105,0.5381,up_in_Guy11M
MGG_16042T0,7036,6102,0.9516,1.105,0.5382,up_in_Guy11M
MGG_08047T0,5369,6103,0.9665,1.105,0.5382,up_in_Guy11M
MGG_16022T0,7020,6103,1,1.105,0.5383,up_in_Guy11M
MGG_17299T0,7029,6104,1,1.105,0.5384,up_in_Guy11M
MGG_06373T0,12243,6105,0.959,1.105,0.5384,up_in_Guy11M
MGG_08989T0,7081,6105,0.3983,1.105,0.5384,up_in_Guy11M
MGG_15514T0,7039,6105,1,1.105,0.5385,up_in_Guy11M
MGG_16771T0,932,6105,0.9793,1.105,0.5385,up_in_Guy11M
MGG_06651T0,7701,6106,0.9739,1.105,0.5386,up_in_Guy11M
MGG_17660T0,7048,6106,1,1.105,0.5386,up_in_Guy11M
MGG_13607T0,288,6106,1.006,1.105,0.5386,up_in_Guy11M
MGG_17563T0,7057,6107,1,1.105,0.5387,up_in_Guy11M
MGG_16165T0,3558,8413,0.622,1.105,0.7662,up_in_Guy11M
MGG_12466T0,3005,8415,0.8109,1.105,0.7664,up_in_Guy11M
MGG_15163T0,4139,8415,0.799,1.105,0.7664,up_in_Guy11M
MGG_01532T0,7554,8416,0.9614,1.105,0.7665,up_in_Guy11M
MGG_00675T0,29,8417,0.7509,1.105,0.7666,up_in_Guy11M
MGG_17670T0,4442,8418,0.6707,1.105,0.7667,up_in_Guy11M
MGG_17208T0,3941,8421,0.628,1.105,0.7669,up_in_Guy11M
MGG_14794T0,5750,8421,0.4294,1.105,0.7669,up_in_Guy11M
MGG_07993T0,9378,8422,0.6191,1.105,0.7671,up_in_Guy11M
MGG_10668T0,3783,8423,0.7739,1.105,0.7671,up_in_Guy11M
MGG_04519T0,11380,8425,0.7874,1.105,0.7672,up_in_Guy11M
MGG_00522T0,1479,8425,0.8043,1.105,0.7673,up_in_Guy11M
MGG_11633T0,9196,8426,0.6823,1.105,0.7673,up_in_Guy11M
MGG_15552T0,4557,8426,0.6571,1.105,0.7674,up_in_Guy11M
MGG_01047T0,3416,8428,0.7531,1.105,0.7675,up_in_Guy11M
MGG_04972T0,269,8428,0.8652,1.105,0.7675,up_in_Guy11M
MGG_09530T0,2882,8428,0.8421,1.105,0.7675,up_in_Guy11M
MGG_03951T0,9578,8429,0.7806,1.105,0.7676,up_in_Guy11M
MGG_15522T0,1856,8429,0.7793,1.105,0.7676,up_in_Guy11M
MGG_18100T0,11744,8433,0.8046,1.105,0.768,up_in_Guy11M
MGG_05411T0,7790,8434,0.7664,1.105,0.7681,up_in_Guy11M
MGG_10105T0,11951,8437,0.7198,1.105,0.7683,up_in_Guy11M
MGG_01935T0,2024,8437,0.9014,1.105,0.7683,up_in_Guy11M
MGG_13256T0,9585,8437,0.9816,1.105,0.7683,up_in_Guy11M
MGG_11632T0,4415,8440,0.8163,1.105,0.7685,up_in_Guy11M
MGG_12484T0,9377,8441,0.8807,1.105,0.7686,up_in_Guy11M
MGG_00123T0,6916,8442,0.8551,1.105,0.7687,up_in_Guy11M
MGG_01217T0,9873,8445,0.7059,1.105,0.769,up_in_Guy11M
MGG_16323T0,8970,8445,0.7655,1.105,0.769,up_in_Guy11M
MGG_08918T0,2561,8446,0.8356,1.105,0.7691,up_in_Guy11M
MGG_04661T0,3325,8446,0.7905,1.105,0.7691,up_in_Guy11M
MGG_06647T0,11966,8446,0.86240000000000006,1.105,0.7691,up_in_Guy11M
MGG_08203T0,992,8447,0.8191,1.105,0.7692,up_in_Guy11M
MGG_16735T0,11853,8450,0.5905,1.105,0.7694,up_in_Guy11M
MGG_07225T0,11311,8450,0.7825,1.105,0.7695,up_in_Guy11M
MGG_13182T0,5797,8450,0.697,1.105,0.7695,up_in_Guy11M
MGG_09882T0,2574,8452,0.8099,1.105,0.7696,up_in_Guy11M
MGG_00687T0,4483,8453,0.6269,1.105,0.7697,up_in_Guy11M
MGG_04048T0,10628,8456,0.7852,1.105,0.7699,up_in_Guy11M
MGG_07034T0,3937,8456,0.8071,1.105,0.7699,up_in_Guy11M
MGG_02734T0,9272,8459,0.7355,1.105,0.7702,up_in_Guy11M
MGG_17905T0,11302,8460,0.4082,1.105,0.7703,up_in_Guy11M
MGG_01892T0,10707,8460,0.7784,1.105,0.7703,up_in_Guy11M
MGG_01748T0,11607,8461,0.7576,1.105,0.7704,up_in_Guy11M
MGG_17248T0,5102,8463,0.6695,1.105,0.7706,up_in_Guy11M
MGG_12582T0,8930,8465,0.7567,1.105,0.7707,up_in_Guy11M
MGG_12974T0,4823,8465,0.7836,1.105,0.7707,up_in_Guy11M
MGG_13583T0,5536,8465,0.8416,1.105,0.7708,up_in_Guy11M
MGG_07576T0,319,8467,0.2847,1.105,0.7709,up_in_Guy11M
MGG_08831T0,7447,8470,0.6644,1.105,0.7712,up_in_Guy11M
MGG_09845T0,9003,9678,0.4863,1.105,0.8658,up_in_Guy11M
MGG_07291T0,11626,9679,0.6241,1.105,0.8659,up_in_Guy11M
MGG_13176T0,11534,9683,0.5987,1.105,0.8661,up_in_Guy11M
MGG_06759T0,1688,9684,0.5251,1.105,0.8662,up_in_Guy11M
MGG_04008T0,9139,9684,0.6099,1.105,0.8662,up_in_Guy11M
MGG_16122T0,6066,9685,0.6083,1.105,0.8663,up_in_Guy11M
MGG_08692T0,7107,9730,0.6364,1.105,0.8694,up_in_Guy11M
MGG_10148T0,11167,9731,0.6135,1.105,0.8695,up_in_Guy11M
MGG_04663T0,5682,9731,0.596,1.105,0.8695,up_in_Guy11M
MGG_17103T0,10825,9733,0.6147,1.105,0.8696,up_in_Guy11M
MGG_11285T0,3590,9733,0.4992,1.105,0.8696,up_in_Guy11M
MGG_00816T0,1065,9737,0.4695,1.105,0.8699,up_in_Guy11M
MGG_15631T0,460,9737,0.1704,1.105,0.8699,up_in_Guy11M
MGG_03960T0,9718,9739,0.5943,1.105,0.87,up_in_Guy11M
MGG_03758T0,8298,9740,0.6301,1.105,0.8701,up_in_Guy11M
MGG_08340T0,686,9742,0.6341,1.105,0.8702,up_in_Guy11M
MGG_09294T0,8267,9742,0.6328,1.105,0.8702,up_in_Guy11M
MGG_06277T0,3263,9742,0.5722,1.105,0.8702,up_in_Guy11M
MGG_06211T0,8526,9762,0.6033,1.105,0.8716,up_in_Guy11M
MGG_17064T0,7923,9762,0.5594,1.105,0.8716,up_in_Guy11M
MGG_08543T0,9973,9763,0.6318,1.105,0.8716,up_in_Guy11M
MGG_06630T0,7355,9764,0.6201,1.105,0.8718,up_in_Guy11M
MGG_02580T0,10405,9765,0.6204,1.105,0.8718,up_in_Guy11M
MGG_11537T0,8293,9766,0.6672,1.105,0.8718,up_in_Guy11M
EFMOT00000000330,13023,9766,0.1731,1.105,0.8719,up_in_Guy11M
MGG_04112T0,7178,9769,0.6886,1.105,0.8721,up_in_Guy11M
MGG_17111T0,11423,9770,0.5839,1.105,0.8721,up_in_Guy11M
MGG_01726T0,7643,9770,0.7023,1.105,0.8721,up_in_Guy11M
MGG_17521T0,2583,9770,0.5893,1.105,0.8721,up_in_Guy11M
MGG_09032T0,7870,9770,0.6363,1.105,0.8722,up_in_Guy11M
MGG_03757T0,5939,9770,0.6247,1.105,0.8722,up_in_Guy11M
MGG_03373T0,2507,9771,0.5876,1.105,0.8722,up_in_Guy11M
MGG_00491T0,10674,9771,0.6929,1.105,0.8722,up_in_Guy11M
MGG_16793T0,5227,9772,0.7093,1.105,0.8723,up_in_Guy11M
MGG_15061T0,2781,9772,0.6849,1.105,0.8723,up_in_Guy11M
MGG_07120T0,9963,9773,0.6699,1.105,0.8723,up_in_Guy11M
MGG_12303T0,100,9773,0.1618,1.105,0.8723,up_in_Guy11M
MGG_06243T0,12107,9776,0.6675,1.105,0.8725,up_in_Guy11M
MGG_14669T0,5314,9778,0.2317,1.105,0.8727,up_in_Guy11M
MGG_03284T0,9324,9780,0.6394,1.105,0.8728,up_in_Guy11M
MGG_15872T0,9121,9780,0.3234,1.105,0.8728,up_in_Guy11M
MGG_17404T0,8662,9781,0.2449,1.105,0.8729,up_in_Guy11M
MGG_13933T0,10714,9781,0.5636,1.105,0.8729,up_in_Guy11M
MGG_04551T0,10622,4151,1.217,1.106,0.324,up_in_Guy11M
MGG_15971T0,9042,4154,1.331,1.106,0.3243,up_in_Guy11M
MGG_17153T0,4523,4164,1.213,1.106,0.3254,up_in_Guy11M
MGG_01519T0,5856,4170,1.08,1.106,0.3261,up_in_Guy11M
MGG_16715T0,627,4170,1.383,1.106,0.3261,up_in_Guy11M
MGG_01916T0,12660,4170,1.362,1.106,0.3261,up_in_Guy11M
MGG_07931T0,8569,4171,1.383,1.106,0.3262,up_in_Guy11M
MGG_16538T0,6302,6092,0.9194,1.106,0.537,up_in_Guy11M
MGG_16759T0,6943,6092,1,1.106,0.537,up_in_Guy11M
MGG_15392T0,6946,6093,1,1.106,0.5372,up_in_Guy11M
MGG_05284T0,2845,6094,0.9476,1.106,0.5373,up_in_Guy11M
MGG_14217T0,11799,6095,0.9948,1.106,0.5373,up_in_Guy11M
MGG_15193T0,6966,6095,1,1.106,0.5374,up_in_Guy11M
MGG_04675T0,11369,6095,0.9274,1.106,0.5374,up_in_Guy11M
MGG_10001T0,3801,6096,0.98740000000000006,1.106,0.5375,up_in_Guy11M
MGG_05564T0,9424,6096,0.9791,1.106,0.5375,up_in_Guy11M
MGG_16562T0,6967,6096,1,1.106,0.5375,up_in_Guy11M
MGG_10042T0,6991,6097,1,1.106,0.5376,up_in_Guy11M
MGG_06684T0,2762,6098,1.132,1.106,0.5377,up_in_Guy11M
MGG_05448T0,3825,6098,1.031,1.106,0.5377,up_in_Guy11M
MGG_00158T0,3754,6098,0.9405,1.106,0.5378,up_in_Guy11M
MGG_05763T0,4595,6099,0.7362,1.106,0.5378,up_in_Guy11M
MGG_05049T0,6386,8470,0.8528,1.106,0.7712,up_in_Guy11M
MGG_09393T0,8357,8474,0.6651,1.106,0.7715,up_in_Guy11M
MGG_04993T0,314,8476,0.8517,1.106,0.7717,up_in_Guy11M
MGG_02466T0,7017,8478,0.8717,1.106,0.7719,up_in_Guy11M
