target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction
MGG_01049T0,11707,146.3,8.54,0.1643,0.001173,up_in_Guy11M
MGG_17167T0,8752,144.7,7.937,0.1646,0.00115,up_in_Guy11M
MGG_01997T0,6731,148.2,9.033,0.1648,0.001201,up_in_Guy11M
MGG_16028T0,615,144.2,7.84,0.1652,0.001142,up_in_Guy11M
MGG_15643T0,3589,145.9,8.244,0.1652,0.001167,up_in_Guy11M
MGG_17573T0,9356,130.3,8.351,0.1655,9.449e-4,up_in_Guy11M
MGG_05590T0,2128,142.7,8.982,0.1655,0.00112,up_in_Guy11M
MGG_01051T0,10388,141.9,9.823,0.1656,0.001108,up_in_Guy11M
MGG_15746T0,11069,129.5,13.59,0.1657,9.341e-4,up_in_Guy11M
MGG_11308T0,11678,124.9,10.53,0.1659,8.729e-4,up_in_Guy11M
MGG_05901T0,1743,123.3,8.534,0.1666,8.514e-4,up_in_Guy11M
EFMOT00000000147,12871,124.3,11.9,0.1666,8.641e-4,up_in_Guy11M
MGG_03824T0,3144,144,7.718,0.1666,0.00114,up_in_Guy11M
MGG_15143T0,4084,122.5,8.147,0.1669,8.406e-4,up_in_Guy11M
MGG_15872T0,9121,129.2,7.46,0.1671,9.294e-4,up_in_Guy11M
MGG_06347T0,8891,141.7,6.989,0.1672,0.001106,up_in_Guy11M
MGG_15504T0,4590,96.28,0.1594,0.1676,5.037e-4,up_in_Guy11
MGG_00145T0,11950,126.6,9.068,0.1676,8.942e-4,up_in_Guy11M
MGG_03501T0,9807,141,7.352,0.1676,0.001096,up_in_Guy11M
EFMOT00000000112,12845,128.6,17.46,0.168,9.218e-4,up_in_Guy11M
MGG_17454T0,8025,134.3,5.367,0.1685,0.001,up_in_Guy11M
EFMOT00000000092,12826,127.9,13.44,0.1687,9.127e-4,up_in_Guy11M
MGG_01993T0,3626,133.6,6.255,0.1688,9.894e-4,up_in_Guy11M
MGG_15662T0,13249,141,4.335,0.1694,0.001095,up_in_Guy11M
MGG_14778T0,11082,140.6,7.737,0.1706,0.00109,up_in_Guy11M
MGG_01388T0,7429,133.4,8.412,0.1707,9.876e-4,up_in_Guy11M
MGG_07748T0,5537,139.1,7.262,0.1712,0.001068,up_in_Guy11M
MGG_05514T0,12487,153,9.126,0.1713,0.001274,up_in_Guy11M
MGG_04028T0,5171,136.5,7.592,0.1714,0.001031,up_in_Guy11M
MGG_02885T0,3242,152.2,5.73,0.1714,0.001262,up_in_Guy11M
MGG_02004T0,2271,138.6,7.45,0.1721,0.00106,up_in_Guy11M
MGG_16484T0,5440,140.5,8.037,0.1723,0.001088,up_in_Guy11M
MGG_04393T0,12690,138.6,8.878,0.1742,0.00106,up_in_Guy11M
EFMOT00000000054,12794,156.7,7.059,0.1774,0.001333,up_in_Guy11M
MGG_17822T0,3951,158,7.747,0.1783,0.001353,up_in_Guy11M
EFMOT00000000075,12810,159.3,6.045,0.1792,0.001374,up_in_Guy11M
MGG_03551T0,10023,101,0.1893,0.1816,5.596e-4,up_in_Guy11
EFMOT00000000030,12778,163.6,15.35,0.1847,0.001443,up_in_Guy11M
EFMOT00000000108,12841,163,15.28,0.1851,0.001433,up_in_Guy11M
EFMOT00000000081,12816,166.3,6.045,0.1885,0.001487,up_in_Guy11M
MGG_15849T0,10704,106.9,0.1767,0.1963,6.344e-4,up_in_Guy11
MGG_15207T0,572,172,5.619,0.1969,0.001583,up_in_Guy11M
MGG_15332T0,3643,177.3,3.773,0.197,0.001673,up_in_Guy11M
MGG_12111T0,12718,174.8,7.192,0.1971,0.00163,up_in_Guy11M
MGG_17131T0,10857,176.7,6.133,0.1974,0.001662,up_in_Guy11M
EFMOT00000000084,12819,174.1,13.44,0.1976,0.001619,up_in_Guy11M
MGG_15693T0,414,108.4,0.1996,0.1977,6.536e-4,up_in_Guy11
MGG_01994T0,2344,171.9,7.986,0.1984,0.00158,up_in_Guy11M
MGG_06577T0,7453,176.4,5.656,0.1987,0.001658,up_in_Guy11M
EFMOT00000000211,12929,179,6.045,0.1987,0.001702,up_in_Guy11M
MGG_17631T0,5544,109.8,0.1857,0.1988,6.724e-4,up_in_Guy11
MGG_00687T0,4483,106.4,0.186,0.199,6.281e-4,up_in_Guy11
MGG_09931T0,2900,174.1,6.36,0.1993,0.001617,up_in_Guy11M
MGG_12090T0,8374,187,7.597,0.1995,0.001844,up_in_Guy11M
EFMOT00000000113,12846,183,12.71,0.1998,0.001772,up_in_Guy11M
MGG_17745T0,6960,182.3,5.695,0.2002,0.00176,up_in_Guy11M
MGG_07639T0,4063,188.4,5.366,0.2005,0.001869,up_in_Guy11M
MGG_15598T0,1568,186.7,5.825,0.2006,0.001839,up_in_Guy11M
EFMOT00000000179,12901,189.5,8.966,0.2012,0.00189,up_in_Guy11M
EFMOT00000000194,12913,190.4,8.223,0.2012,0.001905,up_in_Guy11M
MGG_05580T0,11108,182,4.802,0.2013,0.001754,up_in_Guy11M
EFMOT00000000051,12792,186.3,8.31,0.2014,0.001832,up_in_Guy11M
EFMOT00000000046,12788,184.7,4.119,0.2016,0.001803,up_in_Guy11M
MGG_02061T0,8138,181.6,6.417,0.2022,0.001748,up_in_Guy11M
MGG_17874T0,6124,185.9,6.44,0.2024,0.001825,up_in_Guy11M
EFMOT00000000300,12997,193.3,8.257,0.2036,0.001959,up_in_Guy11M
MGG_17805T0,5071,123.8,0.1522,0.2037,8.573e-4,up_in_Guy11
MGG_18030T0,10929,192.7,5.365,0.204,0.001947,up_in_Guy11M
MGG_15231T0,11364,117.9,0.2262,0.2041,7.823e-4,up_in_Guy11
MGG_01540T0,1626,117.2,0.1994,0.2058,7.732e-4,up_in_Guy11
MGG_14932T0,12607,125.7,0.2024,0.2061,8.826e-4,up_in_Guy11
MGG_04520T0,4831,195.4,6.67,0.2061,0.001998,up_in_Guy11M
MGG_16164T0,2264,197.3,5.526,0.2066,0.002034,up_in_Guy11M
EFMOT00000000104,12837,196.7,13.62,0.2069,0.002022,up_in_Guy11M
MGG_04504T0,8620,123.7,0.1934,0.2072,8.564e-4,up_in_Guy11
MGG_16953T0,10575,198.6,6.114,0.2075,0.002058,up_in_Guy11M
MGG_07901T0,1616,115.5,0.1563,0.2085,7.52e-4,up_in_Guy11
MGG_02224T0,1252,114.4,0.1893,0.2087,7.373e-4,up_in_Guy11
MGG_10359T0,2738,116.9,0.2257,0.2089,7.693e-4,up_in_Guy11
MGG_01996T1,5764,205.9,6.764,0.2089,0.002198,up_in_Guy11M
MGG_15992T0,3031,202,6.353,0.2091,0.002122,up_in_Guy11M
MGG_16227T0,5717,202.9,5.22,0.2093,0.002139,up_in_Guy11M
MGG_07888T0,2807,122,0.2146,0.2094,8.34e-4,up_in_Guy11
MGG_15956T0,12397,123.2,0.227,0.2095,8.501e-4,up_in_Guy11
MGG_10745T0,9894,203.8,4.849,0.2095,0.002157,up_in_Guy11M
MGG_03301T0,1212,201.7,4.425,0.2102,0.002117,up_in_Guy11M
MGG_01985T0,1539,205.9,5.534,0.2103,0.002197,up_in_Guy11M
MGG_15154T0,3496,201.1,5.763,0.2107,0.002106,up_in_Guy11M
EFMOT00000000122,12851,205.3,11.9,0.2108,0.002187,up_in_Guy11M
MGG_14367T0,4077,121.2,0.1743,0.2109,8.24e-4,up_in_Guy11
MGG_01917T0,2167,114,0.1529,0.2115,7.312e-4,up_in_Guy11
MGG_09393T0,8357,130.5,0.2072,0.2173,9.471e-4,up_in_Guy11
EFMOT00000000178,12900,215.7,8.31,0.2226,0.002392,up_in_Guy11M
MGG_16643T0,13133,214.2,9.391,0.2228,0.002361,up_in_Guy11M
MGG_14374T0,5522,215.1,5.953,0.223,0.00238,up_in_Guy11M
EFMOT00000000222,12938,217.9,10.6,0.2236,0.002436,up_in_Guy11M
MGG_02409T0,4394,217.4,6.059,0.2241,0.002425,up_in_Guy11M
MGG_02935T0,5398,219.5,4.268,0.225,0.002469,up_in_Guy11M
MGG_09995T0,1025,224.5,5.487,0.228,0.00257,up_in_Guy11M
MGG_16864T0,5679,223,5.157,0.2284,0.00254,up_in_Guy11M
MGG_07270T0,3832,224.3,4.726,0.2292,0.002566,up_in_Guy11M
MGG_01028T0,4744,222.7,5.523,0.2293,0.002533,up_in_Guy11M
MGG_16244T0,5189,227.6,6.343,0.2323,0.002636,up_in_Guy11M
EFMOT00000000129,12857,232,10.04,0.2389,0.002729,up_in_Guy11M
MGG_03823T0,4916,233.4,7.431,0.2398,0.002757,up_in_Guy11M
MGG_06712T0,9990,139.9,0.2024,0.2435,0.001079,up_in_Guy11
MGG_03156T0,2080,240,5.503,0.2442,0.0029,up_in_Guy11M
MGG_05328T0,10208,240.9,5.086,0.2444,0.00292,up_in_Guy11M
MGG_05601T0,9208,146.6,0.2333,0.2449,0.001178,up_in_Guy11
MGG_01991T0,6422,242.1,5.332,0.2449,0.002945,up_in_Guy11M
MGG_05143T0,6926,239.8,4.229,0.2455,0.002897,up_in_Guy11M
MGG_16837T0,10637,239.3,4.876,0.246,0.002884,up_in_Guy11M
EFMOT00000000283,12983,237.8,7.757,0.2464,0.002852,up_in_Guy11M
MGG_18088T0,10138,238.6,5.243,0.2464,0.00287,up_in_Guy11M
MGG_08474T0,6053,243.7,4.713,0.2464,0.002981,up_in_Guy11M
MGG_17108T0,6873,148.8,0.1578,0.2477,0.00121,up_in_Guy11
MGG_17741T0,3593,146.6,0.2264,0.2487,0.001177,up_in_Guy11
MGG_16645T0,10394,143,0.3419,0.2492,0.001124,up_in_Guy11
MGG_03856T0,8224,146,0.1926,0.2508,0.001169,up_in_Guy11
MGG_00443T0,9846,248.4,4.716,0.2534,0.003085,up_in_Guy11M
MGG_02614T0,12585,145.6,0.196,0.2535,0.001162,up_in_Guy11
MGG_04662T0,2951,249.7,5.459,0.2543,0.003115,up_in_Guy11M
MGG_17966T0,2535,250.8,4.556,0.2547,0.003139,up_in_Guy11M
MGG_00556T0,10269,153.1,0.2148,0.2573,0.001276,up_in_Guy11
MGG_16773T0,2891,253.5,5.783,0.258,0.003199,up_in_Guy11M
MGG_17484T0,8563,155.1,0.1942,0.2596,0.001307,up_in_Guy11
MGG_13671T0,1015,255.4,5.735,0.26,0.003244,up_in_Guy11M
MGG_02187T0,1924,258,4.608,0.26,0.003301,up_in_Guy11M
MGG_01353T0,8587,260.7,5.02,0.2603,0.003364,up_in_Guy11M
MGG_16258T0,3917,257.5,3.287,0.2607,0.003291,up_in_Guy11M
MGG_15308T0,6178,260,4.347,0.2607,0.00335,up_in_Guy11M
MGG_00503T0,5748,257,4.797,0.2613,0.00328,up_in_Guy11M
MGG_16679T0,2560,262.5,8.802,0.262,0.003407,up_in_Guy11M
MGG_08896T0,11721,260,4.851,0.2622,0.00335,up_in_Guy11M
MGG_17467T0,8043,267.4,5.801,0.2662,0.003521,up_in_Guy11M
MGG_16119T0,8762,266.6,5.069,0.2664,0.003503,up_in_Guy11M
EFMOT00000000025,12775,266.3,4.977,0.2674,0.003496,up_in_Guy11M
MGG_16330T0,10343,269.5,3.551,0.2685,0.003571,up_in_Guy11M
MGG_17127T0,9695,165.6,0.3647,0.269,0.001476,up_in_Guy11
MGG_17351T0,11719,164.6,0.1986,0.2696,0.001459,up_in_Guy11
MGG_16139T0,13165,163.4,0.208,0.2699,0.00144,up_in_Guy11
MGG_10215T0,11317,272,4.732,0.27,0.003632,up_in_Guy11M
MGG_17675T0,7754,162.3,0.1815,0.2704,0.001422,up_in_Guy11
MGG_08519T0,7443,271.5,5.618,0.2705,0.003619,up_in_Guy11M
MGG_16026T0,11147,274.8,4.749,0.2719,0.003698,up_in_Guy11M
EFMOT00000000228,12944,274.4,8.31,0.2727,0.003688,up_in_Guy11M
MGG_02072T0,12088,283,5.203,0.273,0.003898,up_in_Guy11M
MGG_17151T0,11358,282.4,5.809,0.2734,0.003883,up_in_Guy11M
MGG_17121T0,5037,285.7,4.66,0.2734,0.003965,up_in_Guy11M
EFMOT00000000243,12950,286.5,7.03,0.2734,0.003985,up_in_Guy11M
MGG_14061T0,1784,284.2,4.176,0.2736,0.003927,up_in_Guy11M
MGG_06981T0,4092,280.1,5.067,0.2737,0.003825,up_in_Guy11M
MGG_06578T0,7761,276.8,4.537,0.274,0.003747,up_in_Guy11M
MGG_05883T1,2606,162.3,0.3812,0.2741,0.001421,up_in_Guy11
MGG_08764T1,2753,277.8,4.629,0.2741,0.00377,up_in_Guy11M
MGG_16695T0,13099,285.3,3.642,0.2741,0.003954,up_in_Guy11M
MGG_10358T0,12542,173.5,0.2377,0.2742,0.001607,up_in_Guy11
MGG_10877T0,9740,281.3,5.287,0.2744,0.003857,up_in_Guy11M
MGG_17575T0,2060,279.7,3.987,0.2745,0.003817,up_in_Guy11M
EFMOT00000000302,12999,282.2,4.596,0.2745,0.003878,up_in_Guy11M
MGG_04084T0,9463,279,5.395,0.2747,0.003799,up_in_Guy11M
MGG_16089T0,4399,172.7,0.2726,0.2755,0.001594,up_in_Guy11
MGG_04329T0,8209,169.4,0.2532,0.2766,0.001538,up_in_Guy11
MGG_09272T0,5371,161.9,0.1977,0.2768,0.001414,up_in_Guy11
MGG_00451T0,1341,219,0.3338,0.2771,0.002458,up_in_Guy11
MGG_08621T0,4368,172.2,0.193,0.2775,0.001585,up_in_Guy11
MGG_16338T0,13242,214,0.2522,0.2775,0.002356,up_in_Guy11
MGG_15232T0,7215,190,0.2062,0.2776,0.001898,up_in_Guy11
MGG_04871T1,5478,208.9,0.2684,0.2779,0.002255,up_in_Guy11
MGG_15658T0,11836,218.5,0.2137,0.2783,0.002447,up_in_Guy11
MGG_12345T0,1432,213.3,0.2532,0.2784,0.002343,up_in_Guy11
MGG_15595T0,3257,205.1,0.1878,0.2791,0.002181,up_in_Guy11
MGG_06316T0,11986,208.4,0.2605,0.2794,0.002246,up_in_Guy11
MGG_16122T0,6066,215.9,0.2411,0.2796,0.002395,up_in_Guy11
MGG_00743T0,6167,294.4,3.228,0.2797,0.004183,up_in_Guy11M
MGG_13651T0,6281,212.9,0.2326,0.2798,0.002334,up_in_Guy11
MGG_01248T0,8503,217.1,0.245,0.2798,0.002418,up_in_Guy11
MGG_04425T0,586,171.7,0.2273,0.2799,0.001578,up_in_Guy11
MGG_16897T0,11145,206.5,0.2064,0.28,0.002209,up_in_Guy11
MGG_16189T0,2735,211.9,0.2013,0.2801,0.002316,up_in_Guy11
MGG_02524T0,5097,189.9,0.2543,0.2803,0.001896,up_in_Guy11
MGG_06096T0,12168,204.5,0.2406,0.2804,0.00217,up_in_Guy11
MGG_17172T0,9371,211,0.2737,0.2805,0.002298,up_in_Guy11
EFMOT00000000294,12993,218.5,0.1227,0.2807,0.002447,up_in_Guy11
MGG_15448T0,8177,221.6,0.2132,0.2808,0.002511,up_in_Guy11
MGG_17294T0,3434,294.3,5.277,0.2809,0.004179,up_in_Guy11M
MGG_17569T0,5409,291.8,6.617,0.281,0.004118,up_in_Guy11M
MGG_16651T0,2645,296,3.829,0.281,0.004223,up_in_Guy11M
MGG_17476T0,4571,203.9,0.4294,0.2817,0.002159,up_in_Guy11
MGG_12176T0,7960,208.3,0.1831,0.2818,0.002245,up_in_Guy11
MGG_00246T0,92,294.1,4.199,0.282,0.004174,up_in_Guy11M
MGG_16262T0,3671,194.1,0.2858,0.2823,0.001973,up_in_Guy11
MGG_06518T0,8742,293.4,4.27,0.2823,0.004157,up_in_Guy11M
MGG_17521T0,2583,189.6,0.2698,0.2829,0.001892,up_in_Guy11
MGG_16245T0,13235,298.1,4.003,0.2831,0.004276,up_in_Guy11M
MGG_17064T0,7923,203.5,0.2395,0.2834,0.002151,up_in_Guy11
MGG_05016T0,4848,195.6,0.2555,0.2835,0.002002,up_in_Guy11
MGG_16543T0,4200,193.4,0.2111,0.2837,0.001961,up_in_Guy11
MGG_09512T0,12203,299.3,4.513,0.2837,0.004307,up_in_Guy11M
MGG_12546T0,587,181.6,0.3136,0.2838,0.001749,up_in_Guy11
MGG_16857T0,10476,200.3,0.1551,0.2839,0.002091,up_in_Guy11
MGG_16304T0,12599,187.7,0.202,0.2841,0.001858,up_in_Guy11
MGG_03983T0,6972,186.7,0.3157,0.2844,0.001838,up_in_Guy11
MGG_12081T0,12173,229.4,0.2107,0.2845,0.002672,up_in_Guy11
MGG_15378T0,2065,183.1,0.2246,0.2846,0.001775,up_in_Guy11
MGG_14629T0,7907,228.5,0.217,0.2847,0.002653,up_in_Guy11
MGG_07214T0,12152,227.5,0.2659,0.2848,0.002633,up_in_Guy11
MGG_03329T0,5444,226.5,0.4405,0.2849,0.002612,up_in_Guy11
MGG_00540T0,812,201.9,0.2465,0.2851,0.002121,up_in_Guy11
MGG_16800T0,8877,203,0.1956,0.2851,0.002142,up_in_Guy11
MGG_16414T0,2543,224.5,0.2651,0.2851,0.002571,up_in_Guy11
MGG_16691T0,952,185.9,0.2064,0.2855,0.001824,up_in_Guy11
MGG_04353T0,11465,184.7,0.2811,0.2856,0.001803,up_in_Guy11
MGG_15686T0,5762,189.5,0.2012,0.2857,0.001889,up_in_Guy11
MGG_02757T0,3164,225.9,0.306,0.2859,0.002599,up_in_Guy11
MGG_09288T0,7202,200.1,0.2454,0.2862,0.002086,up_in_Guy11
MGG_06782T0,6759,181.4,0.2593,0.2864,0.001743,up_in_Guy11
MGG_01143T0,12400,234.5,0.3211,0.2869,0.002782,up_in_Guy11
MGG_17596T0,1183,179.2,0.2289,0.2874,0.001706,up_in_Guy11
MGG_17370T0,4535,199.6,0.3048,0.2878,0.002076,up_in_Guy11
MGG_09906T0,2588,180.7,0.293,0.2881,0.001732,up_in_Guy11
MGG_16708T0,807,198.5,0.272,0.2881,0.002057,up_in_Guy11
MGG_13473T0,252,234.3,0.2635,0.2887,0.002777,up_in_Guy11
MGG_08447T0,7943,303.2,4.506,0.2889,0.004407,up_in_Guy11M
MGG_12792T0,2547,304.1,3.887,0.2891,0.004431,up_in_Guy11M
MGG_16109T0,11783,307,3.781,0.2897,0.004507,up_in_Guy11M
MGG_12574T0,9609,232.8,0.2638,0.2899,0.002745,up_in_Guy11
MGG_16215T0,12130,307.9,4.331,0.2899,0.004531,up_in_Guy11M
MGG_07080T0,10459,233.9,0.2506,0.2901,0.002769,up_in_Guy11
MGG_15561T0,7544,309.8,5.35,0.2902,0.004579,up_in_Guy11M
MGG_17441T0,4241,306.6,3.364,0.2904,0.004495,up_in_Guy11M
EFMOT00000000070,12806,305.8,7.449,0.2905,0.004475,up_in_Guy11M
MGG_16830T0,6621,310.8,4.132,0.2906,0.004607,up_in_Guy11M
MGG_16571T0,8165,309.3,4.317,0.2908,0.004568,up_in_Guy11M
MGG_16889T0,2114,241.8,0.2496,0.294,0.002938,up_in_Guy11
MGG_06542T0,3026,242.9,0.236,0.2942,0.002963,up_in_Guy11
MGG_09234T0,7995,314.8,3.991,0.2944,0.004712,up_in_Guy11M
